
#;NAME;P0;P1;BINARY;ASSOC;PSR;
;;(s);;(type);;TYPE;
2585;J1853-0004;0.101437;5.57e-15;*;GRS:4FGL_J1853.3-0005[aab+22];HE[sbc+19];
2586;J1853-0008g;0.002820;*;*;*;*;
2587;J1853-0130g;1.945000;*;*;*;RRAT[zhx+23];
2588;J1853-0649;1.048132;1.55e-15;*;*;*;
2589;J1853-0842A;0.002149;-2.39e-21;BT;GC:NGC6712[ypr+21];*;
2590;J1854+0012g;0.002710;*;*;*;*;
2591;J1854+0050;0.767280;5.78e-16;*;*;*;
2592;J1854+0131g;2.043850;*;*;*;*;
2593;J1854+0306;4.557820;1.45e-13;*;*;RRAT;
2594;J1854+0317;1.366450;1.85e-15;*;*;*;
2595;J1854+0319;0.628541;5.51e-17;*;*;*;
2596;J1854+0704g;0.450900;*;*;*;*;
2597;B1852+10;0.573197;6.39e-16;*;*;*;
2598;J1854+36;1.300220;*;*;*;*;
2599;J1854-0033g;0.361470;*;*;*;*;
2600;J1854-0036;0.716856;2.26e-15;*;*;*;
2601;J1854-0524;0.544021;1.20e-15;*;*;*;
2602;B1851-14;1.146595;4.16e-15;*;*;*;
2603;J1854-1557;3.453121;4.52e-15;*;*;RRAT;
2604;J1855+0033g;*;*;*;*;RRAT[zhx+23];
2605;J1855+0139g;0.444140;*;*;*;*;
2606;J1855+0205;0.246817;6.47e-17;*;*;*;
2607;J1855+0228g;0.253170;*;*;*;*;
2608;J1855+0235g;0.983030;*;*;*;*;
2609;J1855+0240g;1.224000;*;*;*;RRAT[zhx+23];
2610;J1855+0306;1.633566;7.00e-15;*;*;*;
2611;J1855+0307;0.845348;1.81e-14;*;*;*;
2612;J1855+0327g;0.782820;*;*;*;*;
2613;J1855+0339g;1.761340;*;*;*;*;
2614;J1855+0422;1.678106;9.29e-16;*;*;*;
2615;J1855+0424g;2.220250;*;*;*;*;
2616;J1855+0455g;0.101010;*;*;*;*;
2617;J1855+0511g;1.421470;*;*;*;*;
2618;J1855+0527;1.393484;2.67e-13;*;*;*;
2619;J1855+0626;0.528832;*;*;*;*;
2620;J1855+0700;0.258685;7.52e-16;*;*;*;
2621;J1855-0054g;*;*;*;*;RRAT[zhx+23];
2622;J1855-0154g;*;*;*;*;RRAT[zhx+23];
2623;J1855-0211g;*;*;*;*;RRAT[zhx+23];
2624;J1855-0941;0.345401;2.40e-16;*;*;*;
2625;J1855-1436;0.003594;1.09e-20;DD;GRS:4FGL_J1855.9-1435[aab+22];HE;
2626;J1856+0011g;0.928470;*;*;*;*;
2627;J1856+0029g;0.376000;*;*;*;RRAT[zhx+23];
2628;J1856+0102;0.620217;1.22e-15;*;*;*;
2629;B1853+01;0.267440;2.08e-13;*;SNR:W44,XRS:PWN[pks02];HE[lsg+15];
2630;J1856+0211g;9.890120;*;*;*;*;
2631;J1856+0243g;0.546600;*;*;*;*;
2632;J1856+0245;0.080907;6.21e-14;*;GRS:HESS_J1857+026,XRS:AX_J185651+0245;*;
2633;J1856+0404;0.420252;3.71e-17;*;*;*;
2634;J1856+0528g;*;*;*;*;RRAT[zhx+23];
2635;J1856+0615g;0.326970;*;*;*;*;
2636;J1856+0912;2.170701;2.63e-15;*;*;*;
2637;J1856-0526;0.370483;1.70e-15;*;*;*;
2638;J1856-3754;7.055203;2.98e-14;*;XRS:RX_J1856.5-3754,OPT:[kkvh11];XINS,NRAD;
2639;B1854+00;0.356929;5.46e-17;*;*;*;
2640;J1857+0143;0.139760;3.12e-14;*;*;HE[lsg+15];
2641;J1857+0210;0.630983;1.40e-14;*;*;*;
2642;B1855+02;0.415823;4.03e-14;*;*;*;
2643;J1857+0214g;0.333890;*;*;*;*;
2644;J1857+0224g;0.875950;*;*;*;*;
2645;J1857+0229g;0.584000;*;*;*;RRAT[zhx+23];
2646;J1857+0300;0.772678;2.65e-15;*;*;*;
2647;J1857+0526;0.349951;6.93e-15;*;*;*;
2648;J1857+0809;0.502924;4.74e-15;*;*;*;
2649;B1855+09;0.005362;1.78e-20;T2;*;*;
2650;J1857-1027;3.687219;1.05e-14;*;*;*;
2651;J1858+0026g;4.714670;*;*;*;*;
2652;J1858+0215;0.745828;4.61e-15;*;*;*;
2653;J1858+0239;0.197644;1.40e-14;*;*;*;
2654;J1858+0241;4.693233;2.43e-14;*;*;*;
2655;J1858+0244g;0.002610;*;*;*;*;
2656;J1858+0310g;0.372750;*;*;*;*;
2657;J1858+0319;0.867444;1.03e-16;*;*;*;
2658;J1858+0346;0.256844;2.04e-15;*;*;*;
2659;J1858+0453g;3.761000;*;*;*;RRAT[zhx+23];
2660;J1858+0609g;0.484350;*;*;*;*;
2661;J1858-0024g;0.400600;*;*;*;*;
2662;J1858-0113g;1.532000;*;*;*;RRAT[zhx+23];
2663;J1858-0736;0.551059;5.06e-15;*;*;*;
2664;J1858-2216;0.002384;3.80e-21;ELL1;GRS:4FGL_J1858.3-2216[aab+22];HE;
2665;J1858-5422;0.002356;*;ELL1;GRS:4FGL_J1858.3-5424[aab+22];HE[bar+23];
2666;J1859+00;0.559636;*;*;*;*;
2667;J1859+0026g;0.008570;*;*;*;*;
2668;J1859+0126g;0.957700;*;*;*;*;
2669;J1859+0239Bg;0.849000;*;*;*;RRAT[zhx+23];
2670;J1859+0239g;0.056110;*;*;*;*;
2671;J1859+0251g;3.580000;*;*;*;RRAT[zhx+23];
2672;J1859+0313g;0.001610;*;*;*;*;
2673;J1859+0345;1.511509;6.48e-16;*;*;*;
2674;J1859+0430g;0.336290;*;*;*;*;
2675;J1859+0434g;0.458340;*;*;*;*;
2676;J1859+0601;1.044313;2.55e-14;*;*;*;
2677;J1859+0603;0.508561;1.59e-15;*;*;*;
2678;J1859+0658g;0.005110;*;*;*;*;
2679;J1859+07;*;*;*;*;RRAT[pab+18];
2680;J1859+0832g;*;*;*;*;RRAT[zhx+23];
2681;J1859+1526;0.933972;3.93e-15;*;*;*;
2682;J1859+7654;1.393729;5.05e-17;*;*;*;
2683;J1900+0213g;0.032090;*;*;*;*;
2684;J1900+0227;0.374262;5.71e-15;*;*;*;
2685;J1900+0308;0.004909;5.90e-21;ELL1;*;*;
2686;J1900+0405g;0.072380;*;*;*;*;
2687;J1900+0438;0.312314;3.23e-15;*;*;*;
2688;J1900+0634;0.389869;5.13e-15;*;*;*;
2689;J1900+0715g;0.970440;*;*;*;*;
2690;J1900+0732g;1.709000;*;*;*;RRAT[zhx+23];
2691;J1900+0908g;*;*;*;*;RRAT[zhx+23];
2692;J1900+30;0.602227;*;*;*;*;
2693;J1900+4221;4.341134;9.05e-15;*;*;*;
2694;J1900-0051;0.385194;1.42e-16;*;*;*;
2695;J1900-0134;1.832332;3.05e-14;*;*;*;
2696;J1900-0152g;1.384000;*;*;*;RRAT[zhx+23];
2697;J1900-0933;1.423889;2.26e-16;*;*;*;
2698;B1857-26;0.612209;2.05e-16;*;*;*;
2699;B1851-79;1.279193;1.86e-15;*;*;*;
2700;J1901+00;0.777662;*;*;*;*;
2701;J1901+0020g;0.214810;*;*;*;*;
2702;J1901+0124;0.318817;3.24e-15;*;*;*;
2703;B1859+01;0.288219;2.36e-15;*;*;*;
2704;J1901+0234;0.885240;2.30e-14;*;*;*;
2705;J1901+0254;1.299693;4.56e-16;*;*;*;
2706;J1901+0300;0.007797;4.57e-20;ELL1;*;*;
2707;J1901+0315g;0.819820;*;*;*;*;
2708;J1901+0320;0.636584;5.23e-16;*;*;*;
2709;B1859+03;0.655450;7.46e-15;*;*;*;
2710;J1901+0355;0.554756;1.27e-14;*;*;*;
2711;J1901+0413;2.663080;1.32e-13;*;*;*;
2712;J1901+0435;0.690576;8.67e-15;*;*;*;
2713;J1901+0459;0.877044;1.57e-14;*;*;*;
2714;J1901+0510;0.614757;3.11e-14;*;*;*;
2715;J1901+0511;4.600369;2.53e-14;*;*;*;
2716;J1901+0621;0.832002;1.80e-17;*;*;*;
2717;J1901+0659g;0.075730;*;*;*;*;
2718;J1901+0712g;1.037710;*;*;*;*;
2719;B1859+07;0.643999;2.29e-15;*;*;*;
2720;J1901+13;0.740952;*;*;*;*;
2721;J1901+1306;1.830857;1.31e-16;*;*;*;
2722;J1901-0125;0.002793;3.58e-20;*;GRS:4FGL_J1901.4-0126[aab+22];HE[aab+22],HE[frm+18];
2723;J1901-0312;0.355725;2.29e-15;*;*;*;
2724;J1901-0315;0.801693;2.57e-15;*;*;*;
2725;J1901-0906;1.781928;1.64e-15;*;*;*;
2726;J1901-1740;1.956858;8.23e-16;*;*;*;
2727;J1902+0235;0.415394;9.48e-17;*;*;*;
2728;J1902+0248;1.223777;2.41e-15;*;*;*;
2729;B1900+05;0.746577;1.29e-14;*;*;*;
2730;J1902+0557g;*;*;*;*;RRAT[zhx+23];
2731;B1900+06;0.673505;7.71e-15;*;*;*;
2732;J1902+0723;0.487813;2.10e-16;*;*;*;
2733;J1902+0809g;0.190230;*;*;*;*;
2734;J1902+1141;0.409140;2.59e-15;*;*;*;
2735;J1902-0340;1.524672;2.00e-15;*;*;*;
2736;J1902-1036;0.786814;7.54e-15;*;*;*;
2737;J1902-5105;0.001742;9.20e-21;ELL1;GRS:4FGL_J1902.0-5105[aab+22];HE;
2738;B1900+01;0.729307;4.03e-15;*;*;*;
2739;J1903+0319g;1.854000;*;*;*;RRAT[zhx+23];
2740;J1903+0327;0.002150;1.88e-20;DD;OPT:[fbw+11];*;
2741;J1903+0415;1.151399;2.27e-16;*;*;*;
2742;J1903+0433g;14.049900;*;*;*;*;
2743;J1903+0534g;0.357650;*;*;*;*;
2744;J1903+0601;0.374117;1.92e-14;*;*;*;
2745;J1903+0654;0.791232;1.06e-14;*;*;*;
2746;J1903+0839g;0.004620;*;*;*;*;
2747;J1903+0845g;0.153140;*;*;*;*;
2748;J1903+0851g;1.231970;*;*;*;*;
2749;J1903+0912;0.166314;1.48e-14;*;*;*;
2750;J1903+0925;0.357155;3.69e-14;*;*;*;
2751;J1903+2225;0.651185;4.45e-16;*;*;*;
2752;J1903-0258;0.301459;6.79e-16;*;*;*;
2753;B1900-06;0.431889;3.38e-15;*;*;*;
2754;J1903-0848;0.887325;1.33e-15;*;*;*;
2755;J1903-7051;0.003598;1.04e-20;ELL1;GRS:4FGL_J1903.4-7053[aab+22];HE[ckr+15];
2756;J1904+0004;0.139525;1.18e-16;*;*;*;
2757;J1904+0056;0.438089;4.00e-18;*;*;*;
2758;J1904+0207g;0.005040;*;*;*;*;
2759;J1904+0358g;0.751540;*;*;*;*;
2760;J1904+0412;0.071095;1.10e-19;BT;*;*;
2761;J1904+0415g;0.231450;*;*;*;*;
2762;J1904+0451;0.006092;5.72e-21;*;*;*;
2763;J1904+0519g;1.680530;*;*;*;*;
2764;J1904+0535g;0.603760;*;*;*;*;
2765;J1904+0553g;0.004910;*;*;*;*;
2766;J1904+0603g;1.974930;*;*;*;*;
2767;J1904+0621g;1.232000;*;*;*;RRAT[zhx+23];
2768;J1904+0738;0.208958;4.11e-16;*;*;*;
2769;J1904+0800;0.263345;1.73e-14;*;*;*;
2770;J1904+0823g;1.507730;*;*;*;*;
2771;J1904+0836g;0.004440;*;*;*;*;
2772;J1904+0852g;0.006190;*;*;*;*;
2773;B1901+10;1.856570;2.76e-16;*;*;*;
2774;J1904+33;0.417000;*;*;*;*;
2775;J1904-0150;0.379387;8.90e-16;*;*;*;
2776;J1904-11;0.002620;*;*;GRS:4FGL_J1904.4-1129[aab+22];HE[trr+21],HE[aab+22];
2777;J1904-1224;0.750808;7.42e-16;*;*;*;
2778;J1904-1629;1.541412;3.19e-15;*;*;*;
2779;J1905+0154A;0.003193;*;ELL1;GC:NGC6749;*;
2780;J1905+0156g;1.085000;*;*;*;RRAT[zhx+23];
2781;J1905+0400;0.003784;4.91e-21;*;*;*;
2782;J1905+0414;*;*;*;*;RRAT[pab+18];
2783;J1905+0450g;0.783300;*;*;*;*;
2784;J1905+0558g;0.846000;*;*;*;RRAT[zhx+23];
2785;J1905+0600;0.441210;1.11e-15;*;*;*;
2786;J1905+0616;0.989706;1.35e-13;*;*;*;
2787;J1905+0656g;2.511650;*;*;*;*;
2788;B1903+07;0.648040;4.94e-15;*;*;*;
2789;J1905+0758g;1.192760;*;*;*;*;
2790;J1905+0902;0.218253;3.50e-15;*;*;*;
2791;J1905+0920g;0.170470;*;*;*;*;
2792;J1905+0936g;1.634510;*;*;*;*;
2793;J1905+1034;1.726810;2.07e-14;*;*;*;
2794;B1902-01;0.643183;3.06e-15;*;*;*;
2795;J1906+0055;0.002790;3.32e-21;ELL1;*;*;
2796;J1906+0335g;1.296000;*;*;*;RRAT[zhx+23];
2797;J1906+0414;1.043362;1.15e-14;*;*;*;
2798;J1906+0454;0.002083;2.98e-21;ELL1;*;*;
2799;J1906+0509;0.397590;5.22e-15;*;*;*;
2800;B1904+06;0.267275;2.14e-15;*;*;*;
2801;J1906+0646g;0.355520;*;*;*;*;
2802;J1906+0649;1.286564;1.52e-16;*;*;*;
2803;J1906+0722;0.111524;3.59e-14;*;GRS:4FGL_J1906.4+0723[aab+22];NRAD[aab+22];
2804;J1906+0724;1.536490;3.00e-15;*;*;*;
2805;J1906+0746;0.144073;2.03e-14;DD;*;*;
2806;J1906+0757g;0.057190;*;*;*;*;
2807;J1906+0822g;0.433440;*;*;*;*;
2808;J1906+0912;0.775345;1.32e-16;*;*;*;
2809;J1906+1854;1.019093;2.05e-16;*;*;*;
2810;J1906-1754;0.002876;*;ELL1;*;*;
2811;J1907+0249;0.351879;1.14e-15;*;*;*;
2812;J1907+0255;0.618761;2.23e-16;*;*;*;
2813;J1907+0345;0.240153;8.22e-15;*;*;*;
2814;J1907+0534;1.138403;3.15e-15;*;*;*;
2815;J1907+0555g;3.159000;*;*;*;RRAT[zhx+23];
2816;J1907+0602;0.106633;8.68e-14;*;GRS:4FGL_J1907.9+0602[aab+22],SNR:G40.5-;HE;
2817;J1907+0631;0.323648;4.52e-13;*;SNR:G40.5-0.5[lsb+17];*;
2818;J1907+0658g;0.218340;*;*;*;*;
2819;J1907+0709g;0.344100;*;*;*;*;
2820;J1907+0731;0.363676;1.84e-14;*;*;*;
2821;J1907+0740;0.574698;6.71e-16;*;*;*;
2822;J1907+0833;0.167628;3.70e-15;*;*;*;
2823;J1907+0859;1.527042;5.54e-15;*;*;*;
2824;J1907+0918;0.226107;9.43e-14;*;*;*;
2825;J1907+0919;5.198346;9.20e-11;*;SNR:G42.8+0.6(?),XRS:SGR_1900+14;AXP,NRAD;
2826;J1907+1149;1.420160;1.60e-13;*;*;*;
2827;B1904+12;0.827097;1.95e-15;*;*;*;
2828;B1905+39;1.235757;5.41e-16;*;*;*;
2829;J1907+57;0.424000;*;*;*;*;
2830;J1907-1532;0.632235;3.08e-15;*;*;*;
2831;J1908+0128;0.004702;5.27e-20;ELL1;*;*;
2832;J1908+0457;0.846793;9.80e-16;*;*;*;
2833;J1908+0500;0.291021;2.59e-15;*;*;*;
2834;J1908+0558;0.168678;2.28e-15;*;*;*;
2835;J1908+0734;0.212353;8.25e-16;*;*;*;
2836;J1908+0811g;0.181640;*;*;*;*;
2837;J1908+0833;0.512111;1.99e-15;*;*;*;
2838;J1908+0839;0.185397;2.39e-15;*;*;*;
2839;J1908+0909;0.336555;3.49e-14;*;*;*;
2840;J1908+0911g;5.166000;*;*;*;RRAT[zhx+23];
2841;B1906+09;0.830270;9.80e-17;*;*;*;
2842;J1908+0949g;0.009050;*;*;*;*;
2843;J1908+1035g;0.010690;*;*;*;*;
2844;J1908+1351;3.174832;3.70e-15;*;*;*;
2845;J1908+2105;0.002564;1.38e-20;ELL1;GRS:4FGL_J1908.9+2103[aab+22];HE[drc+21];
2846;J1908+2351;0.377578;1.70e-17;*;*;*;
2847;B1907+00;1.016948;5.52e-15;*;*;*;
2848;B1907+02;0.989831;5.53e-15;*;*;*;
2849;J1909+0616;0.755993;2.06e-14;*;*;*;
2850;J1909+0641;0.741762;3.22e-15;*;*;RRAT;
2851;J1909+0657g;1.245890;*;*;*;*;
2852;J1909+0749;0.237161;1.52e-13;*;*;*;
2853;J1909+0905g;1.494880;*;*;*;*;
2854;J1909+0912;0.222949;3.58e-14;*;*;*;
2855;J1909+0930g;2.020780;*;*;*;*;
2856;B1907+10;0.283642;2.64e-15;*;*;*;
2857;J1909+1132g;0.006800;*;*;*;*;
2858;J1909+1148;0.448945;7.25e-17;*;*;*;
2859;J1909+1205;1.229312;3.40e-15;*;*;*;
2860;J1909+1450;0.996108;2.19e-16;*;*;*;
2861;J1909+1859;0.542451;9.70e-17;*;*;*;
2862;J1909-3744;0.002947;1.40e-20;T2;*;*;
2863;J1910+0225;0.337855;2.62e-16;*;*;*;
2864;B1907+03;2.330263;4.47e-15;*;*;*;
2865;J1910+0435;0.664679;1.72e-14;*;*;*;
2866;J1910+0517;0.308048;7.30e-16;*;*;*;
2867;J1910+0534;0.452867;1.92e-15;*;*;*;
2868;J1910+0710;0.538647;2.05e-16;*;*;*;
2869;J1910+0714;2.712423;6.12e-15;*;*;*;
2870;J1910+0728;0.325415;8.31e-15;*;*;*;
2871;J1910+1017;0.411159;5.42e-15;*;*;*;
2872;J1910+1026;0.531493;2.57e-13;*;*;*;
2873;J1910+1054g;0.003870;*;*;*;*;
2874;J1910+1117g;1.321520;*;*;*;*;
2875;B1907+12;1.441742;8.23e-15;*;*;*;
2876;J1910+1256;0.004984;9.68e-21;DD;*;*;
2877;J1910+56;0.341900;*;*;*;*;
2878;J1910-0112;1.360603;1.78e-16;*;*;*;
2879;B1907-03;0.504606;2.19e-15;*;*;*;
2880;J1910-0556;0.557609;5.96e-16;*;*;*;
2881;J1910-5959A;0.003266;-2.92e-21;ELL1H;GC:NGC6752,XRS:[fhc+14];*;
2882;J1910-5959B;0.008358;-7.90e-19;*;GC:NGC6752,XRS:[bgh+06],XRS:[fhc+14];*;
2883;J1910-5959C;0.005277;2.16e-21;*;GC:NGC6752,XRS:[bgh+06],XRS:[fhc+14];*;
2884;J1910-5959D;0.009035;9.64e-19;*;GC:NGC6752,XRS:[bgh+06],XRS:[fhc+14];*;
2885;J1910-5959E;0.004572;-4.34e-19;*;GC:NGC6752,XRS:[fhc+14];*;
2886;J1910-5959F;0.008485;7.41e-19;*;GC:NGC6752;*;
2887;J1911+00;6.940000;*;*;*;RRAT;
2888;B1908+00A;0.003619;-6.58e-21;ELL1;GC:NGC6760,OPT:[bvvh03];*;
2889;J1911+0101B;0.005384;-2.00e-21;*;GC:NGC6760;*;
2890;J1911+0310g;1.333000;*;*;*;RRAT[zhx+23];
2891;J1911+0751g;0.796910;*;*;*;*;
2892;J1911+0921;0.273707;1.75e-17;*;*;*;
2893;J1911+0925;0.323858;3.55e-15;*;*;*;
2894;J1911+0939g;0.365470;*;*;*;*;
2895;J1911+1017g;1.337000;*;*;*;RRAT[zhx+23];
2896;J1911+1051;0.190873;1.22e-14;*;*;*;
2897;J1911+1252g;0.027240;*;*;*;*;
2898;J1911+1301;1.010462;1.89e-15;*;*;*;
2899;J1911+1336;0.299992;1.59e-16;*;*;*;
2900;J1911+1347;0.004626;1.69e-20;*;*;*;
2901;J1911+1758;0.460406;1.31e-17;*;*;*;
2902;J1911-1114;0.003626;1.39e-20;ELL1;XRS:[pb15];*;
2903;J1912+0934g;0.897470;*;*;*;*;
2904;J1912+1000g;3.053000;*;*;*;RRAT[zhx+23];
2905;B1910+10;0.409349;1.58e-14;*;*;*;
2906;J1912+1105g;0.670710;*;*;*;*;
2907;J1912+1417g;0.003170;*;*;*;*;
2908;B1910+20;2.232969;1.02e-14;*;*;*;
2909;J1912+2525;0.621976;2.25e-16;*;*;*;
2910;J1912-0952;0.025068;2.86e-20;ELL1;*;*;
2911;J1913+0446;1.616130;2.79e-13;*;*;*;
2912;J1913+0523;0.661997;1.80e-15;*;*;*;
2913;J1913+0618;0.005027;9.61e-21;DD;*;*;
2914;J1913+0657;1.257181;2.83e-15;*;*;*;
2915;J1913+0832;0.134409;4.57e-15;*;*;*;
2916;J1913+0904;0.163251;1.76e-14;*;GRS:4FGL_J1913.3+0905[aab+22];HE;
2917;B1911+09;1.241965;4.32e-16;*;*;*;
2918;J1913+1000;0.837148;1.67e-14;*;*;*;
2919;J1913+1011;0.035910;3.38e-15;*;GRS:4FGL_J1913.3+1019[aab+22];HE[sbc+19];
2920;J1913+1037g;0.434210;*;*;*;*;
2921;J1913+1050;0.190067;1.95e-16;*;*;*;
2922;J1913+1054g;0.450620;*;*;*;*;
2923;J1913+1102;0.027285;1.61e-19;DD;*;*;
2924;J1913+11025;0.923872;3.40e-16;*;*;*;
2925;J1913+1145;0.306069;5.02e-15;*;*;*;
2926;J1913+1330;0.923391;8.68e-15;*;*;RRAT;
2927;B1911+13;0.521473;8.04e-16;*;*;*;
2928;J1913+3732;0.851079;1.38e-15;*;*;*;
2929;B1911-04;0.825936;4.07e-15;*;*;*;
2930;J1914+0219;0.457527;1.02e-15;*;*;*;
2931;J1914+0625;0.878889;4.53e-16;*;*;*;
2932;J1914+0631;0.693811;3.32e-17;*;*;*;
2933;J1914+0659;0.018512;3.10e-20;*;*;*;
2934;J1914+0805;0.455499;3.02e-17;*;*;*;
2935;J1914+0838;0.440040;5.86e-16;*;*;*;
2936;J1914+1029g;2.484990;*;*;*;*;
2937;J1914+1054g;0.138870;*;*;*;*;
2938;B1911+11;0.600997;6.56e-16;*;*;*;
2939;J1914+1228g;2.277550;*;*;*;*;
2940;J1914+1428;1.159520;2.18e-15;*;*;*;
2941;J1914+2636;0.459114;5.90e-18;*;*;*;
2942;J1915+0227;0.317306;2.99e-16;*;*;*;
2943;J1915+0639;0.644140;1.84e-15;*;*;*;
2944;J1915+0738;1.542704;3.31e-15;*;*;*;
2945;J1915+0752;2.058314;1.39e-16;*;*;*;
2946;J1915+0832g;2.710090;*;*;*;*;
2947;J1915+0838;0.342777;1.57e-15;*;*;*;
2948;B1913+10;0.404552;1.53e-14;*;*;*;
2949;J1915+1045g;1.546000;*;*;*;RRAT[zhx+23];
2950;J1915+1145;0.173647;1.53e-17;*;*;*;
2951;J1915+1150;0.100041;1.37e-14;*;*;*;
2952;J1915+1410;0.297494;4.89e-17;*;*;*;
2953;B1913+16;0.059030;8.62e-18;DDH;*;*;
2954;B1913+167;1.616231;4.05e-16;*;*;*;
2955;J1915-11;2.177000;*;*;*;RRAT;
2956;J1916+0741g;0.011220;*;*;*;*;
2957;J1916+0748;0.541752;1.07e-14;*;*;*;
2958;J1916+0748g;0.867910;*;*;*;*;
2959;J1916+0844;0.439995;2.90e-15;*;*;*;
2960;J1916+0852;2.182746;1.31e-14;*;*;*;
2961;J1916+0937g;7.368000;*;*;*;RRAT[zhx+23];
2962;B1914+09;0.270254;2.52e-15;*;*;*;
2963;J1916+1023;1.618339;6.81e-16;*;*;*;
2964;B1913+105;0.628970;3.40e-17;*;*;*;
2965;J1916+1030g;0.349380;*;*;*;*;
2966;J1916+1142Ag;*;*;*;*;RRAT[zhx+23];
2967;J1916+1142Bg;1.188000;*;*;*;RRAT[zhx+23];
2968;J1916+1225;0.227387;2.35e-14;*;*;*;
2969;B1914+13;0.281845;3.66e-15;*;*;*;
2970;J1916+3224;1.137450;3.47e-15;*;*;*;
2971;J1916-2939;1.248617;1.24e-15;*;*;*;
2972;J1917+0743g;0.813470;*;*;*;*;
2973;J1917+0834;2.129665;1.75e-14;*;*;*;
2974;J1917+0834g;2.933000;*;*;*;RRAT[zhx+23];
2975;J1917+1046g;0.087730;*;*;*;*;
2976;J1917+1121g;0.510310;*;*;*;*;
2977;J1917+1259g;0.005630;*;*;*;*;
2978;B1915+13;0.194631;7.20e-15;*;*;*;
2979;J1917+1411g;0.446460;*;*;*;*;
2980;J1917+17;0.419600;*;*;*;*;
2981;J1917+1737;0.334725;3.24e-16;*;*;*;
2982;B1915+22;0.425897;2.86e-15;*;*;*;
2983;J1918+0342g;*;*;*;*;RRAT[zhx+23];
2984;J1918+1311;0.856749;2.26e-15;*;*;*;
2985;J1918+1340g;0.232990;*;*;*;*;
2986;B1916+14;1.181023;2.12e-13;*;*;HE[zkgl09];
2987;J1918+1514g;*;*;*;*;RRAT[zhx+23];
2988;J1918+1536g;0.109950;*;*;*;*;
2989;J1918+1540g;0.004280;*;*;*;*;
2990;J1918+1541;0.370883;2.54e-15;*;*;*;
2991;J1918+1547g;0.003760;*;*;*;*;
2992;J1918-0642;0.007646;2.57e-20;ELL1H;*;*;
2993;J1918-1052;0.798693;8.65e-16;*;*;*;
2994;B1917+00;1.272260;7.67e-15;*;*;*;
2995;J1919+0134;1.603984;5.89e-16;*;*;*;
2996;J1919+1113g;0.766000;*;*;*;RRAT[zhx+23];
2997;J1919+1314;0.571400;3.79e-15;*;*;*;
2998;J1919+1527g;1.371460;*;*;*;*;
2999;J1919+1645;0.562790;2.16e-16;*;*;*;
3000;J1919+1745;2.081343;1.71e-15;*;*;RRAT;
3001;J1919+23;0.004630;*;*;GRS:4FGL_J1919.1+2354[aab+22];NRAD[aab+22];
3002;J1919+2621;0.651512;5.46e-16;*;*;*;
3003;J1920+1040;2.215802;6.48e-15;*;*;*;
3004;J1920+1110;0.509886;1.56e-16;*;*;*;
3005;J1920+1515g;1.602760;*;*;*;*;
3006;B1918+26;0.785522;3.44e-17;*;*;*;
3007;J1920-0950;1.037824;3.93e-16;*;*;*;
3008;J1921+0137;0.002496;1.94e-20;ELL1;GRS:4FGL_J1921.4+0136[aab+22];HE;
3009;J1921+0812;0.210648;5.36e-15;*;*;*;
3010;J1921+0851g;0.957000;*;*;*;RRAT[zhx+23];
3011;J1921+0921;0.562302;9.58e-15;*;*;*;
3012;J1921+1006g;3.345000;*;*;*;RRAT[zhx+23];
3013;J1921+1227g;1.598000;*;*;*;RRAT[zhx+23];
3014;J1921+1259g;0.573160;*;*;*;*;
3015;J1921+1340g;4.602940;*;*;*;*;
3016;B1919+14;0.618183;5.60e-15;*;*;*;
3017;J1921+1505g;0.611900;*;*;*;*;
3018;J1921+1544;0.143576;9.80e-16;*;*;*;
3019;J1921+1629g;*;*;*;*;RRAT[zhx+23];
3020;J1921+1630;0.936448;2.23e-14;*;*;*;
3021;J1921+1632g;0.493000;*;*;*;RRAT[zhx+23];
3022;J1921+1929;0.002646;3.82e-20;ELL1;GRS:4FGL_J1921.1+1930[aab+22];HE;
3023;B1918+19;0.821035;8.96e-16;*;*;*;
3024;B1919+20;0.760681;5.00e-17;*;*;*;
3025;B1919+21;1.337302;1.35e-15;*;*;*;
3026;J1921+34;1.444000;*;*;*;*;
3027;J1921-05;2.227590;*;*;*;*;
3028;J1921-0510;0.794254;6.02e-16;*;*;*;
3029;J1922+1131;0.562074;2.57e-17;*;*;*;
3030;J1922+1733;0.236171;1.34e-14;*;*;*;
3031;B1920+20;1.172763;6.49e-16;*;*;*;
3032;B1920+21;1.077924;8.18e-15;*;*;*;
3033;J1922+58;0.529623;*;*;*;*;
3034;J1923+1143g;0.371210;*;*;*;*;
3035;J1923+1521g;1.048760;*;*;*;*;
3036;B1921+17;0.547209;4.30e-17;*;*;*;
3037;J1923+2022g;0.037990;*;*;*;*;
3038;J1923+2515;0.003788;9.56e-21;*;*;*;
3039;J1923+4243;0.595193;2.53e-15;*;*;*;
3040;J1923-0408;1.149269;6.80e-17;*;*;*;
3041;J1924+1343g;0.005720;*;*;*;*;
3042;J1924+1446g;1.090000;*;*;*;RRAT[zhx+23];
3043;J1924+1509g;0.239950;*;*;*;*;
3044;J1924+1510g;0.498630;*;*;*;*;
3045;J1924+1628;0.375082;3.21e-16;*;*;*;
3046;J1924+1631;2.935186;3.64e-13;*;*;*;
3047;J1924+1639;0.158043;2.56e-15;*;*;*;
3048;J1924+1713;0.758433;1.13e-16;*;*;*;
3049;J1924+1734g;*;*;*;*;RRAT[zhx+23];
