#;NAME;P0;P1;BINARY;ASSOC;PSR;
;;(s);;(type);;TYPE;
2670;J2302+6028;1.206404;2.04e-15;*;*;*;
2671;B2303+30;1.575886;2.89e-15;*;*;*;
2672;B2303+46;1.066371;5.69e-16;BT;*;*;
2673;J2307+2225;0.535829;8.70e-18;*;*;*;
2674;B2306+55;0.475068;1.99e-16;*;*;*;
2675;J2310-0555;0.002613;4.96e-21;ELL1;GRS:3FGL_J2310.1-0557[san16];HE;
2676;J2310+6706;1.944789;7.56e-17;*;*;*;
2677;J2312+6931;0.813375;6.28e-16;*;*;*;
2678;B2310+42;0.349434;1.12e-16;*;*;*;
2679;J2315+58;1.061000;*;*;*;*;
2680;J2317+1439;0.003445;2.43e-21;ELL1H;OPT:[dsw+17];*;
2681;B2315+21;1.444653;1.05e-15;*;*;*;
2682;J2319+6411;0.216018;1.63e-16;*;*;*;
2683;B2319+60;2.256488;7.04e-15;*;*;*;
2684;J2322+2057;0.004808;9.66e-21;*;*;*;
2685;J2322-2650;0.003463;5.83e-22;ELL1;OPT:(?)[sbb+18];*;
2686;B2321-61;2.347486;2.59e-15;*;*;*;
2687;J2325-0530;0.868735;1.03e-15;*;*;RRAT;
2688;B2323+63;1.436310;2.83e-15;*;*;*;
2689;B2324+60;0.233652;3.53e-16;*;*;*;
2690;J2326+6141;0.790000;*;*;*;*;
2691;J2329+16;0.632100;*;*;*;*;
2692;B2327-20;1.643622;4.63e-15;*;*;*;
2693;J2333+6145;0.756899;1.18e-15;*;*;*;
2694;B2334+61;0.495370;1.93e-13;*;SNR:G114.3+0.3[frs93];*;
2695;J2339-0533;0.002884;1.41e-20;ELL1;GRS:0FGL_J2339.8-0530[aaa+10c],OPT:[rs11;HE[rbs+14];
2696;J2340+08;0.303300;*;*;*;*;
2697;J2343+6221;1.799000;*;*;*;*;
2698;J2346-0609;1.181463;1.36e-15;*;*;*;
2699;J2351+8533;1.011727;8.80e-16;*;*;*;
2700;J2352+65;1.164000;*;*;*;*;
2701;J2354-22;0.557996;*;*;*;*;
2702;B2351+61;0.944784;1.63e-14;*;*;*;
